parcelid,zipcode,airconditioningtypeid,bathroomcnt,bedroomcnt,buildingqualitytypeid,calculatedbathnbr,yearbuilt,taxvaluedollarcnt,latitude,longitude,formatted.address,pred_tax_value
10858081,91423,1,2,3,7,2,1940,302506,34.153297,-118.444825,"4511 Tyrone Ave, Sherman Oaks, CA 91423, USA",627570
10858143,91423,,1,3,7,1,1945,643000,34.153435,-118.441999,"4512 Calhoun Ave, Sherman Oaks, CA 91423, USA",279004
10858146,91423,,1,3,7,1,1945,76033,34.15371,-118.441552,"4517 Stansbury Ave, Sherman Oaks, CA 91423, USA",279004
10858190,91423,,1,3,7,1,1945,725600,34.151484,-118.441551,"4429 Stansbury Ave, Sherman Oaks, CA 91423, USA",274709
10858191,91423,,3,3,7,3,1942,765000,34.151484,-118.441998,"4426 Calhoun Ave, Van Nuys, CA 91423, USA",612141
10858200,91423,1,4,6,1,4,2008,1104161,34.152171,-118.441552,"4451 Stansbury Ave, Sherman Oaks, CA 91423, USA",860601
10858266,91423,,1,3,7,1,1945,566124,34.151897,-118.440461,"4455 Hazeltine Ave, Sherman Oaks, CA 91423, USA",274342
10858275,91423,,2,3,7,2,1945,707476,34.151347,-118.440907,"4426 Stansbury Ave, Sherman Oaks, CA 91423, USA",513316
10858377,91423,,1,3,7,1,1945,338503,34.153985,-118.440462,"4535 Hazeltine Ave, Sherman Oaks, CA 91423, USA",274342
10858378,91423,,1,3,7,1,1945,150732,34.153985,-118.440908,"4532 Stansbury Ave, Sherman Oaks, CA 91423, USA",385720
10858874,91423,,2,2,7,2,1948,740000,34.146814,-118.446012,"14333 Roblar Pl, Van Nuys, CA 91423, USA",555223
10858920,91423,1,7,8,4,7,1930,1523303,34.146971,-118.442146,"4191 Camino de la Cumbre, Sherman Oaks, CA 91423, USA",1689818
10858921,91423,,2,2,7,2,1949,174066,34.147011,-118.442389,"14208 Greenleaf St, Van Nuys, CA 91423, USA",666497
10859146,91423,1,6,5,1,6,1929,1323454,34.146406,-118.437835,"14018 Davana Terrace, Sherman Oaks, CA 91423, USA",1994963
10859173,91423,1,2,3,7,2,1948,265016,34.14777,-118.436662,"4251 Colbath Ave, Sherman Oaks, CA 91423, USA",545597
10859175,91423,1,3,5,4,3,1938,1473286,34.147495,-118.436661,"4241 Colbath Ave, Sherman Oaks, CA 91423, USA",937157
10859179,91423,1,3,4,4,3,1947,1433960,34.146923,-118.436676,"4219 Colbath Ave, Sherman Oaks, CA 91423, USA",1364533
10859265,91423,,2,3,7,2,1939,665242,34.14665,-118.433752,"4202 Matilija Ave, Sherman Oaks, CA 91423, USA",677169
10859302,91423,1,3,3,4,3,1939,1074201,34.146642,-118.43218,"4147 Benedict Canyon Dr, Van Nuys, CA 91423, USA",666252
10859323,91423,1,3,3,7,3,1936,1278000,34.14631,-118.431587,"4142 Benedict Canyon Dr, Sherman Oaks, CA 91423, USA",970873
10859335,91423,,2,3,7,2,1939,292361,34.146185,-118.431158,"4201 Woodman Ave, Sherman Oaks, CA 91423, USA",548231
10859361,91423,1,2,2,7,2,1937,1131000,34.146143,-118.430068,"4151 Ventura Canyon Ave, Sherman Oaks, CA 91423, USA",552929
10859362,91423,1,3,3,7,3,1923,773692,34.145978,-118.430068,"4151 Ventura Canyon Ave, Sherman Oaks, CA 91423, USA",862358
10859372,91423,1,7,6,1,7,2007,2037949,34.146151,-118.43282,"4148 Mammoth Ave, Sherman Oaks, CA 91423, USA",2207348
10859394,91423,1,3,4,4,3,1939,1376972,34.145736,-118.434741,"13836 Davana Terrace, Van Nuys, CA 91423, USA",866271
10859459,91423,1,2,3,4,2,1953,1185241,34.145984,-118.436413,"13946 Davana Terrace, Sherman Oaks, CA 91423, USA",522873
10859469,91423,1,2,4,4,2,1939,1256105,34.145569,-118.438279,"14021 Roblar Rd, Sherman Oaks, CA 91423, USA",642630
10859556,91423,,2,2,4,2,1936,1225902,34.144887,-118.436504,"4118 Murietta Ave, Sherman Oaks, CA 91423, USA",734763
10859668,91423,1,2,3,4,2,1948,815082,34.162296,-118.431798,"5045 Woodman Ave, Sherman Oaks, CA 91423, USA",567975
10859694,91423,1,2,2,4,2,1948,721317,34.161938,-118.432865,"5023 Mammoth Ave, Sherman Oaks, CA 91423, USA",452903
10859722,91423,1,3,2,4,3,1948,152274,34.162832,-118.433942,"5057 Matilija Ave, Van Nuys, CA 91423, USA",802339
10859724,91423,1,2,3,4,2,1948,721682,34.164557,-118.434291,"13822 W Magnolia Blvd, Van Nuys, CA 91423, USA",614877
10859751,91423,1,2,2,4,2,1948,543500,34.163725,-118.433943,"5121 Matilija Ave, Sherman Oaks, CA 91423, USA",549591
10859886,91423,,3,4,4,3,1955,422333,34.163217,-118.435774,"13900 Hartsook St, Sherman Oaks, CA 91423, USA",796639
10859905,91423,1,3,3,4,3,1948,921124,34.162477,-118.435676,"13902 Otsego St, Sherman Oaks, CA 91423, USA",763192
10859906,91423,,1,3,7,1,1948,590000,34.162477,-118.435873,"13902 Otsego St, Sherman Oaks, CA 91423, USA",295897
10859916,91423,1,2,3,7,2,1948,793231,34.162476,-118.437844,"14000 Otsego St, Sherman Oaks, CA 91423, USA",515019
10859923,91423,,2,3,7,2,1948,73801,34.1622,-118.436661,"13927 Hesby St, Sherman Oaks, CA 91423, USA",386250
10859964,91423,1,2,3,7,2,1957,801000,34.161496,-118.437647,"13957 Addison St, Sherman Oaks, CA 91423, USA",618971
10859999,91423,,1,3,7,1,1948,488570,34.160354,-118.434711,"4937 Stern Ave, Van Nuys, CA 91423, USA",299118
10860028,91423,1,3,4,7,3,1948,635000,34.16008,-118.435485,"13903 Huston St, Sherman Oaks, CA 91423, USA",509699
10860031,91423,,2,3,7,2,1948,639600,34.16008,-118.434897,"4924 Ranchito Ave, Sherman Oaks, CA 91423, USA",428864
10860090,91423,,2,3,7,2,1948,637500,34.159381,-118.437452,"13965 Peach Grove St, Sherman Oaks, CA 91423, USA",472197
10860227,91423,1,2,3,7,2,1948,725000,34.159603,-118.433721,"4903 Matilija Ave, Sherman Oaks, CA 91423, USA",487992
10860249,91423,,2,4,7,2,1948,135543,34.161065,-118.434279,"4960 Stern Ave, Sherman Oaks, CA 91423, USA",413261
10860272,91423,1,3,3,7,3,1948,887000,34.161068,-118.433273,"4958 Matilija Ave, Sherman Oaks, CA 91423, USA",946549
10860286,91423,,2,3,7,2,1948,342391,34.158451,-118.433184,"13758 La Maida St, Sherman Oaks, CA 91423, USA",604605
10860290,91423,1,3,3,4,3,1948,990000,34.159132,-118.433211,"4850 Matilija Ave, Sherman Oaks, CA 91423, USA",710543
10860368,91423,1,3,4,4,3,1948,938082,34.160708,-118.431239,"4940 Woodman Ave, Sherman Oaks, CA 91423, USA",877860
10860371,91423,1,2,3,4,2,1948,145871,34.157839,-118.432235,"13739 Riverside Dr, Sherman Oaks, CA 91423, USA",380681
10860617,91423,1,3,5,4,3,1987,795584,34.154638,-118.435218,"4560 Stern Ave, Sherman Oaks, CA 91423, USA",763225
10860663,91423,1,2,2,4,2,1948,666459,34.154755,-118.434149,"4559 Matilija Ave, Sherman Oaks, CA 91423, USA",549572
10860671,91423,,2,3,7,2,1949,101544,34.15363,-118.434166,"4523 Matilija Ave, Sherman Oaks, CA 91423, USA",637376
10860709,91423,,1,4,7,1,1949,722000,34.153177,-118.431381,"4501 Woodman Ave, Sherman Oaks, CA 91423, USA",327685
10860825,91423,1,3,5,7,3,1939,1295000,34.151029,-118.434166,"4423 Matilija Ave, Sherman Oaks, CA 91423, USA",754178
10860881,91423,,3,6,7,3,1939,775000,34.152367,-118.4349,"4476 Stern Ave, Sherman Oaks, CA 91423, USA",847558
10860883,91423,1,4,4,4,4,1991,751122,34.152504,-118.4349,"4472 Stern Ave, Sherman Oaks, CA 91423, USA",1134025
10861316,91423,1,3,3,4,3,1965,654745,34.141331,-118.436046,"3876 Sherwood Pl, Sherman Oaks, CA 91423, USA",871111
10861385,91423,1,3,3,4,3,1992,783859,34.141855,-118.433377,"3940 Davana Rd, Sherman Oaks, CA 91423, USA",856764
10861394,91423,1,4,5,4,4,1988,955000,34.141435,-118.433835,"3924 Davana Rd, Sherman Oaks, CA 91423, USA",1295761
10861408,91423,1,3,3,7,3,1941,847024,34.143594,-118.435517,"4008 Murietta Ave, Sherman Oaks, CA 91423, USA",805848
10861421,91423,1,3,3,4,3,1940,1118259,34.143165,-118.433046,"4033 Benedict Canyon Dr, Van Nuys, CA 91423, USA",750187
10861424,91423,,3,4,4,3,1942,135817,34.143514,-118.434448,"3964 Murietta Ave, Sherman Oaks, CA 91423, USA",511077
10861470,91423,1,5,4,1,5,2004,1553649,34.141536,-118.432624,"3924 Benedict Canyon Dr, Sherman Oaks, CA 91423, USA",1573175
10861488,91423,1,5,5,4,5,1957,992808,34.13907,-118.432595,"3761 Glenridge Dr, Sherman Oaks, CA 91423, USA",1118618
10861508,91423,,1,1,7,1,1936,673186,34.140412,-118.431811,"3836 Glenridge Dr, Sherman Oaks, CA 91423, USA",352081
10861515,91423,,2,2,7,2,1957,749900,34.142066,-118.431108,"3989 Weslin Ave, Sherman Oaks, CA 91423, USA",535942
10861531,91423,1,3,3,1,3,1979,919476,34.143063,-118.431311,"3970 Glenridge Dr, Sherman Oaks, CA 91423, USA",763379
10861557,91423,1,4,4,1,4,1987,1044805,34.144686,-118.430599,"13636 Valley Vista Blvd, Sherman Oaks, CA 91423, USA",1322050
10861580,91423,1,3,4,4,3,1948,828097,34.143845,-118.430665,"4064 Weslin Ave, Van Nuys, CA 91423, USA",800270
10861583,91423,1,3,2,4,3,1957,179071,34.143059,-118.430617,"4030 Weslin Ave, Sherman Oaks, CA 91423, USA",872412
10861592,91423,1,5,5,4,5,1952,1351170,34.142049,-118.430533,"4005 Woodman Canyon, Sherman Oaks, CA 91423, USA",924684
10861609,91423,1,2,2,7,2,1952,825000,34.142596,-118.429752,"4009 Ventura Canyon Ave, Sherman Oaks, CA 91423, USA",651773
10861687,90210,1,7,5,,7,1992,5941183,34.138162,-118.436139,"13984 Aubrey Rd, Beverly Hills, CA 90210, USA",3947671
10861714,90210,1,8,6,,8,1992,6567750,34.133831,-118.436464,"3312 Clerendon Rd, Beverly Hills, CA 90210, USA",4947755
10861740,90210,1,6,5,10,6,1991,6629870,34.134467,-118.440377,"14152 Beresford Rd, Beverly Hills, CA 90210, USA",3581251
10861807,91423,1,3,3,4,3,1938,1529969,34.143763,-118.445842,"4025 Oakfield Dr, Sherman Oaks, CA 91423, USA",938419
10861812,91423,,2,2,4,2,1941,948741,34.144501,-118.444622,"14301 Millbrook Dr, Sherman Oaks, CA 91423, USA",426524
10861891,91423,,2,3,7,2,1953,503960,34.137596,-118.449891,"3660 Longview Valley Rd, Sherman Oaks, CA 91423, USA",410418
10861894,91423,,2,3,7,2,1953,712089,34.137045,-118.450242,"3646 Knobhill Dr, Sherman Oaks, CA 91423, USA",428318
10861900,91423,1,2,3,4,2,1955,497602,34.135897,-118.449528,"3557 Oakfield Dr, Sherman Oaks, CA 91423, USA",517777
10861905,91423,1,3,3,4,3,1955,845000,34.136014,-118.450555,"3587 Knobhill Dr, Sherman Oaks, CA 91423, USA",589612
10861917,91423,1,2,3,4,2,1959,1089000,34.135018,-118.449781,"3515 Oakfield Dr, Sherman Oaks, CA 91423, USA",533421
10861965,91423,1,2,3,7,2,1953,775183,34.138584,-118.448548,"3715 Oakfield Dr, Sherman Oaks, CA 91423, USA",414170
10861976,91423,1,2,2,4,2,1966,792523,34.138954,-118.447317,"3741 Beverly Ridge Dr, Sherman Oaks, CA 91423, USA",486217
10862048,91423,1,2,3,4,2,1961,996158,34.140604,-118.445897,"3846 Beverly Ridge Dr, Sherman Oaks, CA 91423, USA",707808
10862100,91423,,2,3,4,2,1961,848131,34.140948,-118.444995,"3903 Camino de la Cumbre, Sherman Oaks, CA 91423, USA",738454
10862220,90210,,3,3,4,3,1959,138463,34.131904,-118.441401,"14175 Mulholland Dr, Beverly Hills, CA 90210, USA",1243538
10862238,91423,,2,3,7,2,1954,744677,34.132789,-118.444276,"3435 Coy Dr, Sherman Oaks, CA 91423, USA",654025
10862260,91423,1,3,3,4,3,2000,818663,34.134098,-118.44478,"3490 Coy Dr, Sherman Oaks, CA 91423, USA",754163
10862262,91423,,2,3,7,2,1954,112155,34.133245,-118.443204,"3430 Coy Dr, Sherman Oaks, CA 91423, USA",464295
10862328,91423,1,5,4,1,5,1958,1074028,34.1437,-118.44195,"14151 Valley Vista Blvd, Sherman Oaks, CA 91423, USA",962285
10862341,91423,1,2,3,7,2,1950,710899,34.141487,-118.441021,"4011 Hollyline Ave, Sherman Oaks, CA 91423, USA",549316
10862342,91423,1,3,2,4,3,1949,378116,34.141337,-118.441112,"4011 Hollyline Ave, Sherman Oaks, CA 91423, USA",477219
10862355,91423,1,3,3,4,3,1941,838967,34.144142,-118.446749,"4026 Beverly Glen Blvd, Sherman Oaks, CA 91423, USA",990363
10862424,91423,,3,4,4,3,1975,160740,34.141921,-118.448016,"3928 Knobhill Dr, Sherman Oaks, CA 91423, USA",707519
10862454,91403,,2,2,7,2,1954,674090,34.143103,-118.448971,"4021 Knobhill Dr, Sherman Oaks, CA 91403, USA",585952
10862470,91403,1,3,4,4,3,1929,807009,34.145482,-118.448832,"4178 Knobhill Dr, Sherman Oaks, CA 91403, USA",908114
10862498,91403,1,3,4,4,3,1949,925351,34.142883,-118.451868,"3939 Deervale Dr, Sherman Oaks, CA 91403, USA",1001731
10862508,91403,1,3,2,4,3,1976,721625,34.142554,-118.452275,"14754 Round Valley Dr, Sherman Oaks, CA 91403, USA",685738
10862509,91403,,2,3,4,2,1946,957369,34.142238,-118.452389,"3915 Deervale Dr, Sherman Oaks, CA 91403, USA",622580
10862514,91403,,2,2,4,2,1949,782345,34.142887,-118.453676,"4016 Madelia Ave, Sherman Oaks, CA 91403, USA",527808
10862609,91423,,2,3,7,2,1951,138951,34.133859,-118.447693,"3483 Camino de la Cumbre, Sherman Oaks, CA 91423, USA",624261
10862997,91403,1,5,6,1,5,1996,1642167,34.151144,-118.462703,"15117 Greenleaf St, Sherman Oaks, CA 91403, USA",1364228
10863050,91403,,4,3,7,4,1948,975970,34.150711,-118.460077,"14960 Dickens St, Sherman Oaks, CA 91403, USA",915850
10863455,91403,,3,3,7,3,1946,663235,34.148797,-118.450525,"14541 Greenleaf St, Sherman Oaks, CA 91403, USA",745991
10863458,91403,,2,3,7,2,1926,989380,34.148716,-118.450039,"14524 Benefit St, Sherman Oaks, CA 91403, USA",555580
10863467,91423,,2,2,7,2,1947,750000,34.148475,-118.44858,"14469 Greenleaf St, Sherman Oaks, CA 91423, USA",528540
10863580,91403,1,4,5,1,4,1925,1539021,34.148208,-118.450287,"14526 Greenleaf St, Sherman Oaks, CA 91403, USA",1131948
10863593,91403,1,3,3,4,3,1925,1274975,34.148838,-118.453421,"14634 Greenleaf St, Sherman Oaks, CA 91403, USA",909555
10863610,91403,,3,3,7,3,1947,503958,34.148972,-118.454231,"14700 Greenleaf St, Sherman Oaks, CA 91403, USA",799603
10863630,91403,,2,3,7,2,1935,1172976,34.148473,-118.454852,"14731 Sutton St, Sherman Oaks, CA 91403, USA",590720
10863633,91403,,2,2,7,2,1940,143066,34.149271,-118.455129,"14736 Greenleaf St, Sherman Oaks, CA 91403, USA",814929
10863681,91403,1,5,5,1,5,1996,1800000,34.149489,-118.460296,"14983 Sutton St, Sherman Oaks, CA 91403, USA",1597684
10863706,91403,1,1,1,7,1,1950,655336,34.149481,-118.461922,"15053 Sutton St, Van Nuys, CA 91403, USA",539821
10863729,91403,1,5,3,4,5,1979,565680,34.150565,-118.464618,"15206 Greenleaf St, Sherman Oaks, CA 91403, USA",1175665
10863746,91403,,2,2,7,2,1951,751725,34.14953,-118.464806,"15216 Sutton St, Sherman Oaks, CA 91403, USA",534686
10863772,91403,,2,3,4,2,1939,1274975,34.148474,-118.459681,"4328 Sutton Pl, Van Nuys, CA 91403, USA",900142
10863804,91403,1,5,5,10,5,1999,1277022,34.146397,-118.459828,"14917 Valley Vista Blvd, Sherman Oaks, CA 91403, USA",2186566
10863829,91403,1,3,3,4,3,1963,855548,34.147551,-118.45584,"14742 Sutton St, Sherman Oaks, CA 91403, USA",679527
10863924,91403,,3,3,4,3,1950,1407953,34.145484,-118.454785,"14674 Valley Vista Blvd, Sherman Oaks, CA 91403, USA",945026
10863950,91403,1,3,2,4,3,1940,1050000,34.144116,-118.454129,"14604 Lacota Pl, Sherman Oaks, CA 91403, USA",606149
10863997,91403,1,4,5,1,4,2002,1040921,34.145843,-118.45215,"14645 Round Valley Dr, Sherman Oaks, CA 91403, USA",1539211
10864002,91403,1,2,2,4,2,1961,917981,34.14522,-118.451421,"4043 Deervale Dr, Sherman Oaks, CA 91403, USA",523943
10864019,91403,1,4,3,1,4,1982,1308490,34.146194,-118.44992,"14508 Valley Vista Blvd, Sherman Oaks, CA 91403, USA",1855984
10864035,91423,,2,2,7,2,1949,748989,34.146239,-118.447756,"14422 Valley Vista Blvd, Sherman Oaks, CA 91423, USA",580765
10864144,91403,1,2,3,4,2,1947,838423,34.14908,-118.465798,"15259 Valley Vista Blvd, Sherman Oaks, CA 91403, USA",545359
10864151,91403,1,2,2,7,2,1940,819352,34.147395,-118.460305,"15017 Valley Vista Blvd, Sherman Oaks, CA 91403, USA",692260
10864157,91403,,3,3,4,3,1950,902180,34.148275,-118.460348,"4310 Sutton Pl, Sherman Oaks, CA 91403, USA",573685
10864163,91403,,1,2,7,1,1952,724185,34.148422,-118.461353,"15056 Valley Vista Blvd, Sherman Oaks, CA 91403, USA",415526
10864235,91403,,2,3,7,2,1946,961493,34.147272,-118.462791,"15086 Del Gado Dr, Sherman Oaks, CA 91403, USA",684716
10864250,91403,1,2,3,7,2,1950,298120,34.14721,-118.461802,"15113 Encanto Dr, Sherman Oaks, CA 91403, USA",522275
10864260,91403,1,3,4,4,3,1940,780751,34.145877,-118.460353,"14933 Valley Vista Blvd, Sherman Oaks, CA 91403, USA",602875
10864274,91403,,3,3,4,3,1965,1060000,34.145887,-118.460665,"14957 Valley Vista Blvd, Sherman Oaks, CA 91403, USA",766746
10864275,91403,1,3,3,4,3,1929,1728866,34.145677,-118.460625,"14954 Valley Vista Blvd, Sherman Oaks, CA 91403, USA",728855
10864293,91403,1,5,4,10,5,1990,1006740,34.14414,-118.460629,"4038 Stone Canyon Ave, Sherman Oaks, CA 91403, USA",2189057
10864317,91403,1,6,5,10,6,2004,1950848,34.144986,-118.461017,"4111 Stone Canyon Ave, Sherman Oaks, CA 91403, USA",2903240
10864334,91403,1,3,3,4,3,1961,945000,34.146429,-118.462804,"15151 Encanto Dr, Van Nuys, CA 91403, USA",677295
10864372,91403,1,6,5,10,6,1992,1807628,34.145313,-118.462455,"15069 Rayneta Dr, Sherman Oaks, CA 91403, USA",2662713
10864482,91403,1,2,2,4,2,1933,601758,34.142446,-118.462344,"3940 Pacheco Dr, Sherman Oaks, CA 91403, USA",375332
10864546,91403,1,4,4,4,4,1955,1120970,34.138572,-118.457838,"3746 Limestone Pl, Sherman Oaks, CA 91403, USA",977714
10864549,91403,,2,3,4,2,1957,476947,34.139145,-118.457807,"3746 Limestone Pl, Sherman Oaks, CA 91403, USA",491997
10864570,91403,1,3,3,4,3,1955,1222000,34.139864,-118.45831,"3777 Limestone Pl, Sherman Oaks, CA 91403, USA",780065
10864590,91403,1,4,4,4,4,1980,874234,34.142473,-118.461722,"15040 Marble Dr, Sherman Oaks, CA 91403, USA",1122660
10864660,91403,1,3,3,4,3,1955,1480000,34.137733,-118.458314,"3663 Stone Canyon Ave, Sherman Oaks, CA 91403, USA",909024
10864665,91403,1,3,3,4,3,1954,945144,34.136962,-118.458924,"14932 Jadestone Dr, Sherman Oaks, CA 91403, USA",742661
10864723,91403,,3,3,4,3,1961,387880,34.134644,-118.460228,"3500 Loadstone Dr, Sherman Oaks, CA 91403, USA",678614
10864735,91403,,2,3,4,2,1957,1016719,34.136058,-118.457326,"14879 Jadestone Dr, Sherman Oaks, CA 91403, USA",718014
10864755,91403,1,3,4,4,3,1960,789164,34.14031,-118.461636,"3876 Sherview Dr, Van Nuys, CA 91403, USA",709435
10864791,91403,1,3,4,4,3,1956,1280000,34.132411,-118.461027,"3400 Loadstone Dr, Sherman Oaks, CA 91403, USA",662516
10864851,91403,,2,4,4,2,1959,152846,34.138953,-118.461822,"15041 Sherview Pl, Sherman Oaks, CA 91403, USA",587643
10864853,91403,1,2,3,4,2,1956,309050,34.138079,-118.462996,"3761 Whitespeak Dr, Sherman Oaks, CA 91403, USA",607423
10864882,91403,,2,3,4,2,1959,841788,34.135858,-118.461862,"15054 Sunstone Pl, Sherman Oaks, CA 91403, USA",499815
10864891,91403,1,3,3,4,3,1961,1199602,34.133898,-118.460947,"3460 Loadstone Dr, Sherman Oaks, CA 91403, USA",822242
10864920,91403,1,3,4,4,3,1963,1201927,34.134442,-118.456144,"3530 Stone Canyon Ave, Sherman Oaks, CA 91403, USA",703437
10864925,91403,1,4,4,4,4,1963,241050,34.135392,-118.455087,"3626 Fawndale Pl, Sherman Oaks, CA 91403, USA",999164
10865000,91403,1,3,3,4,3,1958,1193916,34.136815,-118.464701,"3701 Cody Rd, Sherman Oaks, CA 91403, USA",720355
10865021,91403,,2,2,4,2,1956,997540,34.135988,-118.464218,"3627 Cody Rd, Sherman Oaks, CA 91403, USA",581690
10865062,91403,1,3,3,4,3,1961,649947,34.133645,-118.464089,"3512 Stonewood Dr, Van Nuys, CA 91403, USA",867261
10865076,91403,,3,3,4,3,1956,928650,34.134313,-118.466391,"15316 Stonewood Terrace, Sherman Oaks, CA 91403, USA",789494
10865083,91403,,2,3,4,2,1958,1478512,34.1338,-118.465842,"3400 Vista Haven Rd, Sherman Oaks, CA 91403, USA",567330
10865103,91403,,2,3,4,2,1958,182086,34.133604,-118.466667,"3424 Vista Haven Rd, Sherman Oaks, CA 91403, USA",557974
10865119,91403,,2,3,4,2,1955,414400,34.134672,-118.46723,"15337 Stonewood Terrace, Sherman Oaks, CA 91403, USA",656461
10865132,91403,,3,4,4,3,1955,340145,34.136229,-118.466857,"3601 Meadville Dr, Sherman Oaks, CA 91403, USA",646020
10865181,91403,1,4,5,4,4,1956,1499453,34.134987,-118.467892,"3637 Meadville Dr, Sherman Oaks, CA 91403, USA",1106897
10865206,91403,,4,4,4,4,1955,506857,34.134133,-118.468686,"15417 Stonewood Terrace, Sherman Oaks, CA 91403, USA",820756
10865334,91403,,2,4,4,2,1959,1460000,34.130831,-118.467729,"3327 Scadlock Ln, Sherman Oaks, CA 91403, USA",548826
10865362,91403,,3,3,4,3,1959,830000,34.133257,-118.470399,"3505 Vista Haven Rd, Sherman Oaks, CA 91403, USA",875288
10865401,90077,1,4,3,4,4,1963,1880000,34.130788,-118.464646,"15245 Mulholland Dr, Los Angeles, CA 90077, USA",1641678
10865430,91403,1,3,3,4,3,1950,1325844,34.144116,-118.472114,"15522 Del Gado Dr, Sherman Oaks, CA 91403, USA",777872
10865478,91403,1,3,4,4,3,1957,1117213,34.142231,-118.472178,"15515 Woodcrest Dr, Sherman Oaks, CA 91403, USA",614004
10865491,91403,,3,3,4,3,1957,724910,34.140798,-118.471548,"15600 Royal Woods Pl, Sherman Oaks, CA 91403, USA",626955
10865499,91403,1,3,4,4,3,1957,1063328,34.138087,-118.471438,"15543 Royal Ridge Rd, Sherman Oaks, CA 91403, USA",778037
10865510,91403,1,4,5,4,4,1964,1234989,34.140661,-118.474164,"3861 Royal Woods Dr, Sherman Oaks, CA 91403, USA",952039
10865515,91403,1,3,4,4,3,1959,177842,34.139809,-118.474105,"15671 Royal Ridge Rd, Sherman Oaks, CA 91403, USA",735013
10865545,91403,,3,2,4,3,1957,658597,34.138544,-118.473249,"15617 Royal Ridge Rd, Sherman Oaks, CA 91403, USA",834034
10865549,91403,1,3,3,4,3,1959,658223,34.138439,-118.472779,"3713 Royal Woods Dr, Sherman Oaks, CA 91403, USA",915458
10865557,91403,,3,4,4,3,1957,868659,34.137729,-118.47166,"15543 Royal Ridge Rd, Sherman Oaks, CA 91403, USA",744366
10865560,91403,1,3,3,4,3,1959,987031,34.137054,-118.472048,"15518 Royal Ridge Rd, Sherman Oaks, CA 91403, USA",697182
10865589,91403,1,3,4,4,3,1959,974200,34.137825,-118.473812,"15622 Royal Ridge Rd, Sherman Oaks, CA 91403, USA",734996
10865629,91403,1,4,4,10,4,1960,262500,34.13777,-118.47597,"3748 Regal Vista Dr, Sherman Oaks, CA 91403, USA",1960928
10865644,91403,1,4,5,1,4,1962,1287565,34.139195,-118.476229,"3814 Royal Meadow Rd, Van Nuys, CA 91403, USA",1178106
10865683,91403,1,4,4,1,4,1956,1112701,34.134846,-118.474941,"3531 Crownridge Dr, Sherman Oaks, CA 91403, USA",1151985
10865686,91403,1,2,3,4,2,1963,361660,34.133361,-118.472919,"3516 Royal Woods Dr, Sherman Oaks, CA 91403, USA",651425
10865775,91403,1,4,4,4,4,1961,185391,34.135391,-118.480081,"3508 Alana Dr, Sherman Oaks, CA 91403, USA",938399
10865780,91403,1,3,3,1,3,1961,1134000,34.135266,-118.481522,"3534 Alana Dr, Sherman Oaks, CA 91403, USA",940261
10865845,91403,,3,4,4,3,1961,339502,34.135442,-118.485032,"16131 Bayberry Pl, Sherman Oaks, CA 91403, USA",821936
10865896,91403,1,3,4,4,3,1963,1433000,34.133834,-118.479728,"15865 Royal Haven Pl, Sherman Oaks, CA 91403, USA",1148323
10865909,91403,1,2,2,4,2,1962,596759,34.133713,-118.478847,"3436 Alana Dr, Sherman Oaks, CA 91403, USA",686955
10865929,91403,,3,4,4,3,1962,1022984,34.134099,-118.477226,"15781 Castlewoods Dr, Sherman Oaks, CA 91403, USA",1007039
10865947,91403,,4,5,1,4,1962,1718000,34.133036,-118.476305,"15715 Castlewoods Dr, Sherman Oaks, CA 91403, USA",1461474
10865948,91403,1,4,5,4,4,1964,216604,34.132608,-118.476144,"15714 Castlewoods Dr, Sherman Oaks, CA 91403, USA",1032061
10865954,91403,1,4,4,4,4,1962,1325973,34.132148,-118.474525,"15658 Castlewoods Dr, Sherman Oaks, CA 91403, USA",925322
10865964,91403,1,4,3,4,4,1964,1445000,34.132333,-118.478637,"3394 Alana Dr, Sherman Oaks, CA 91403, USA",1110349
10866139,91403,,2,3,4,2,1954,1210000,34.141662,-118.467783,"3888 Woodcliff Rd, Sherman Oaks, CA 91403, USA",179065
10866152,91403,1,3,2,4,3,1954,521725,34.140874,-118.468745,"3860 Scadlock Ln, Van Nuys, CA 91403, USA",702840
10866210,91403,1,3,3,4,3,1956,675031,34.144249,-118.469165,"15567 Briarwood Dr, Sherman Oaks, CA 91403, USA",626095
10866225,91403,,2,3,7,2,1939,1076078,34.151726,-118.471572,"15457 Varden St, Sherman Oaks, CA 91403, USA",802970
10866247,91403,1,4,5,4,4,1969,993474,34.152562,-118.472013,"15470 Greenleaf St, Sherman Oaks, CA 91403, USA",985513
10866267,91436,1,4,4,1,4,1951,332807,34.150697,-118.473562,"15547 Valley Vista Blvd, Encino, CA 91436, USA",1461358
10866287,91436,,2,3,4,2,1951,1239777,34.153062,-118.473912,"4520 Haskell Ave, Encino, CA 91436, USA",738211
10866290,91436,1,4,4,4,4,1961,185395,34.152801,-118.474565,"4505 Haskell Ave, Encino, CA 91436, USA",998837
10866399,91436,1,5,5,10,5,1991,822435,34.15507,-118.480868,"15947 Dickens St, Encino, CA 91436, USA",2606856
10866432,91436,1,3,2,4,3,1947,258831,34.153516,-118.481745,"15963 Valley Vista Blvd, Encino, CA 91436, USA",1498137
10866462,91436,1,3,4,4,3,1959,632673,34.154347,-118.480164,"15926 Dickens St, Encino, CA 91436, USA",835835
