parcelid,zipcode,airconditioningtypeid,bathroomcnt,bedroomcnt,buildingqualitytypeid,calculatedbathnbr,yearbuilt,taxvaluedollarcnt,latitude,longitude,formatted.address,pred_tax_value
10733019,91367,1,2,3,4,2,1959,646360,34.178906,-118.640213,"23540 W Oxnard St, Woodland Hills, CA 91367, USA",459535
10733024,91367,1,2,3,4,2,1959,110920,34.177677,-118.640202,"23551 Califa St, Woodland Hills, CA 91367, USA",459534
10733045,91367,,2,3,4,2,1959,647000,34.177449,-118.641102,"5901 Manton Ave, Woodland Hills, CA 91367, USA",387356
10733060,91367,,3,4,4,3,1959,324814,34.17602,-118.641323,"5818 Le Sage Ave, Woodland Hills, CA 91367, USA",365088
10733098,91367,,2,3,4,2,1958,402756,34.170427,-118.622771,"22745 Dolorosa St, Woodland Hills, CA 91367, USA",356133
10733160,91367,1,3,4,4,3,1975,709679,34.171122,-118.629141,"5540 Sedan Ave, Woodland Hills, CA 91367, USA",504984
10733161,91367,1,3,4,4,3,1975,662986,34.171103,-118.629394,"23100 Berdon St, Woodland Hills, CA 91367, USA",504959
10733304,91367,,2,2,7,2,1948,91139,34.169592,-118.629384,"23046 Dolorosa St, Woodland Hills, CA 91367, USA",548505
10733353,91367,,2,3,4,2,1955,557922,34.169813,-118.623456,"5455 Fallbrook Ave, Woodland Hills, CA 91367, USA",620072
10733385,91367,,2,3,7,2,1951,495244,34.169825,-118.625003,"22844 Dolorosa St, Woodland Hills, CA 91367, USA",476566
10733386,91367,,2,3,4,2,1963,439847,34.169472,-118.625026,"22836 Dolorosa St, Woodland Hills, CA 91367, USA",275861
10733493,91364,,1,3,7,1,1950,480000,34.163415,-118.629978,"23133 Ventura Blvd, Woodland Hills, CA 91364, USA",349842
10733506,91364,,1,1,7,1,1951,63604,34.165449,-118.626451,"22935 Ventura Blvd, Woodland Hills, CA 91364, USA",477817
10733508,91364,,1,4,7,1,1950,193499,34.165228,-118.626814,"22949 Ventura Blvd, Woodland Hills, CA 91364, USA",224181
10733575,91367,1,3,3,4,3,1947,859221,34.167027,-118.624371,"22827 Leonora Dr, Woodland Hills, CA 91367, USA",721804
10733604,91364,,2,3,7,2,1954,632000,34.166237,-118.624044,"22815 Ventura Blvd, Woodland Hills, CA 91364, USA",703611
10733761,91367,,2,3,4,2,1960,553903,34.171598,-118.636573,"23400 Burbank Blvd, Woodland Hills, CA 91367, USA",430977
10733791,91367,1,3,4,4,3,1960,509253,34.171201,-118.637975,"23443 Berdon St, Woodland Hills, CA 91367, USA",683344
10733801,91367,1,2,3,4,2,1957,97869,34.170344,-118.637122,"23419 Dolorosa St, Woodland Hills, CA 91367, USA",365017
10733927,91367,1,3,5,4,3,1961,211040,34.166162,-118.638789,"23501 Canzonet St, Woodland Hills, CA 91367, USA",625592
10733982,91367,1,3,3,4,3,1963,441393,34.166772,-118.634465,"23301 Canzonet St, Woodland Hills, CA 91367, USA",581607
10734005,91367,1,2,4,7,2,1946,724000,34.166811,-118.631798,"23161 Canzonet St, Woodland Hills, CA 91367, USA",584009
10734009,91367,1,3,3,4,3,1980,328790,34.166801,-118.632391,"5301 Woodlake Ave, Woodland Hills, CA 91367, USA",555413
10734011,91367,1,2,3,4,2,1957,574602,34.167643,-118.631917,"5334 Woodlake Ave, Woodland Hills, CA 91367, USA",411518
10734014,91367,1,2,3,4,2,1961,586761,34.167671,-118.632627,"23215 Ladrillo St, Woodland Hills, CA 91367, USA",409227
10734031,91367,,4,4,4,4,1954,848000,34.165106,-118.633026,"23226 Gonzales Dr, Woodland Hills, CA 91367, USA",888598
10734033,91367,,3,4,4,3,1953,572915,34.165226,-118.632614,"23216 Gonzales Dr, Woodland Hills, CA 91367, USA",529972
10734068,91367,1,3,3,4,3,1973,519167,34.166045,-118.634501,"23306 Canzonet St, Woodland Hills, CA 91367, USA",598892
10734071,91367,1,3,4,4,3,1964,804000,34.166249,-118.635206,"23320 Canzonet St, Woodland Hills, CA 91367, USA",663165
10734090,91367,1,3,4,4,3,1961,34078,34.164964,-118.638173,"23455 Los Encinos Way, Woodland Hills, CA 91367, USA",657345
10734181,91367,1,3,4,4,3,1995,1178300,34.164762,-118.631945,"23161 Ostronic Dr, Woodland Hills, CA 91367, USA",856270
10734201,91367,,2,4,4,2,1964,85015,34.162492,-118.634039,"23276 Ostronic Dr, Woodland Hills, CA 91367, USA",305112
10734317,91367,1,4,5,4,4,1964,293150,34.180628,-118.654888,"24301 Caris St, Woodland Hills, CA 91367, USA",1028764
10734432,91367,1,3,4,4,3,1960,562564,34.181746,-118.650471,"24023 Bessemer St, Woodland Hills, CA 91367, USA",874973
10734457,91367,1,2,3,4,2,1962,408922,34.18067,-118.648672,"6100 Lockhurst Dr, Woodland Hills, CA 91367, USA",617970
10734465,91367,,3,4,4,3,1961,526223,34.181784,-118.647232,"6140 Lockhurst Dr, Woodland Hills, CA 91367, USA",561014
10734491,91367,,2,4,4,2,1961,617000,34.181784,-118.646246,"23832 Calvert St, Woodland Hills, CA 91367, USA",277180
10734540,91367,,2,3,4,2,1960,392715,34.180859,-118.644908,"23810 Bessemer St, Woodland Hills, CA 91367, USA",227497
10734552,91367,1,2,3,4,2,1959,371747,34.179861,-118.647183,"23862 Aetna St, Woodland Hills, CA 91367, USA",358413
10734577,91367,,2,3,4,2,1960,618280,34.180086,-118.644535,"23800 Aetna St, Woodland Hills, CA 91367, USA",397473
10734631,91367,1,2,3,4,2,1959,533001,34.179202,-118.643302,"23700 W Oxnard St, Woodland Hills, CA 91367, USA",349105
10734636,91367,1,3,3,4,3,1959,108480,34.179486,-118.642378,"23645 W Oxnard St, Woodland Hills, CA 91367, USA",479947
10734637,91367,1,2,4,4,2,1961,512099,34.179877,-118.642372,"23642 Aetna St, Woodland Hills, CA 91367, USA",291555
10734717,91367,1,3,4,4,3,1963,161956,34.17808,-118.650701,"5900 Elba Pl, Woodland Hills, CA 91367, USA",648217
10734727,91367,1,2,3,4,2,1963,199597,34.178354,-118.649713,"6912 Lockhurst Dr, Woodland Hills, CA 91367, USA",523491
10734750,91367,1,2,3,4,2,1963,112358,34.177583,-118.65027,"5863 Lockhurst Dr, Woodland Hills, CA 91367, USA",564370
10734783,91367,1,3,4,4,3,1961,664000,34.175427,-118.648398,"5724 Larryan Dr, Woodland Hills, CA 91367, USA",505866
10734794,91367,1,3,4,4,3,1962,121532,34.175208,-118.646374,"23812 Crosson Dr, Woodland Hills, CA 91367, USA",528575
10734799,91367,1,3,5,4,3,1960,120714,34.175376,-118.647647,"5708 Larryan Dr, Woodland Hills, CA 91367, USA",501379
10734906,91367,1,2,3,4,2,1961,650000,34.173916,-118.645112,"23720 Crosson Dr, Woodland Hills, CA 91367, USA",513479
10734912,91367,1,3,4,4,3,1961,672000,34.174597,-118.645187,"23814 Hatteras St, Woodland Hills, CA 91367, USA",687000
10734918,91367,,2,3,4,2,1961,485951,34.173689,-118.644214,"5701 Platt Ave, Woodland Hills, CA 91367, USA",427887
10734920,91367,,2,3,4,2,1960,433946,34.172914,-118.64537,"23730 Carard St, Woodland Hills, CA 91367, USA",329947
10734935,91367,,2,3,4,2,1960,89710,34.173794,-118.645798,"5642 Ramara Ave, Woodland Hills, CA 91367, USA",549105
10734943,91367,1,2,4,4,2,1964,694317,34.174014,-118.657265,"5734 Fairhaven Ave, Woodland Hills, CA 91367, USA",343074
10734947,91367,1,2,3,4,2,1964,613739,34.174788,-118.657336,"5762 Fairhaven Ave, Woodland Hills, CA 91367, USA",479359
10734965,91367,1,2,4,4,2,1964,142142,34.17425,-118.655972,"5732 Valerie Ave, Woodland Hills, CA 91367, USA",371589
10734968,91367,1,3,5,4,3,1964,149899,34.174867,-118.656006,"5754 Valerie Ave, Woodland Hills, CA 91367, USA",527875
10735019,91367,1,2,4,4,2,1964,474652,34.174324,-118.655248,"5710 Star Ln, Woodland Hills, CA 91367, USA",371548
10735045,91367,1,3,5,4,3,1964,335230,34.175131,-118.65532,"24301 Hatteras St, Woodland Hills, CA 91367, USA",539770
10735049,91367,1,4,5,4,4,1966,432737,34.176607,-118.652044,"5849 Valley Cir Blvd, Woodland Hills, CA 91367, USA",809019
10735081,91367,1,2,3,4,2,1963,777000,34.174114,-118.647813,"5660 Valley Cir Blvd, Woodland Hills, CA 91367, USA",593400
10735099,91367,1,2,3,4,2,1964,814000,34.176371,-118.651306,"5827 Valley Cir Blvd, Woodland Hills, CA 91367, USA",612175
10735117,91367,1,2,3,4,2,1963,729000,34.17439,-118.650469,"5708 El Canon Ave, Woodland Hills, CA 91367, USA",605838
10735144,91367,1,2,4,4,2,1963,96648,34.173804,-118.651969,"24116 Hatteras St, Woodland Hills, CA 91367, USA",372860
10735153,91367,1,3,5,4,3,1963,356223,34.17469,-118.652491,"24205 Hatteras St, Woodland Hills, CA 91367, USA",479057
10735163,91367,1,4,4,4,4,1962,437783,34.172079,-118.651789,"5548 Ostin Ave, Woodland Hills, CA 91367, USA",1141434
10735239,91367,1,2,4,4,2,1964,99853,34.171612,-118.655262,"24341 Philiprimm St, Woodland Hills, CA 91367, USA",371588
10735249,91367,1,2,3,4,2,1964,675031,34.171513,-118.653792,"5548 Franrivers Ave, Woodland Hills, CA 91367, USA",479259
10735262,91367,1,4,4,4,4,1964,740505,34.172836,-118.653433,"5618 Ostin Ave, Woodland Hills, CA 91367, USA",987774
10735266,91367,1,2,3,4,2,1964,789000,34.172167,-118.652765,"5560 Ostin Ave, Woodland Hills, CA 91367, USA",547300
10735281,91367,1,2,4,4,2,1962,750000,34.170301,-118.653726,"24235 Burbank Blvd, Woodland Hills, CA 91367, USA",348305
10735389,91367,1,3,3,4,3,1963,134999,34.171818,-118.647423,"5571 El Canon Ave, Woodland Hills, CA 91367, USA",811235
10735392,91367,1,2,4,4,2,1963,116848,34.171806,-118.646588,"5572 El Canon Ave, Woodland Hills, CA 91367, USA",596502
10735394,91367,1,3,4,4,3,1963,593502,34.171439,-118.646883,"5568 El Canon Ave, Woodland Hills, CA 91367, USA",745526
10735466,91367,1,2,3,4,2,1961,449224,34.164622,-118.641242,"23701 Canzonet St, Woodland Hills, CA 91367, USA",612004
10735481,91367,1,2,4,4,2,1962,275797,34.166039,-118.642009,"23625 Kivik St, Woodland Hills, CA 91367, USA",566078
10735489,91367,1,2,4,4,2,1962,349242,34.165004,-118.640046,"23600 Canzonet St, Woodland Hills, CA 91367, USA",491428
10735545,91367,1,3,5,4,3,1962,519292,34.168869,-118.64456,"23750 Albers St, Woodland Hills, CA 91367, USA",588158
10735618,91367,1,3,3,4,3,1962,511401,34.169332,-118.645415,"23800 Killion St, Woodland Hills, CA 91367, USA",924892
10735627,91367,1,4,5,4,4,1967,878000,34.16852,-118.647912,"23895 Killion St, Woodland Hills, CA 91367, USA",886586
10735713,91367,1,2,4,4,2,1963,745000,34.168006,-118.651427,"24124 Killion St, Woodland Hills, CA 91367, USA",372847
10735751,91367,1,4,4,4,4,1968,847000,34.168656,-118.64876,"23911 Killion St, Woodland Hills, CA 91367, USA",913125
10735776,91367,1,3,5,4,3,1963,261510,34.16788,-118.651996,"24130 Killion St, Woodland Hills, CA 91367, USA",742862
10735780,91367,1,4,6,4,4,1963,509990,34.167014,-118.652071,"5329 Blanco Ave, Woodland Hills, CA 91367, USA",844582
10735784,91367,1,2,3,4,2,1963,602290,34.166887,-118.651119,"5308 Blanco Ave, Woodland Hills, CA 91367, USA",429395
10735801,91367,1,2,3,4,2,1963,492344,34.167088,-118.653136,"24217 Albers St, Woodland Hills, CA 91367, USA",430377
10735804,91367,1,4,6,4,4,1963,886286,34.166443,-118.653072,"24217 Mariano St, Woodland Hills, CA 91367, USA",686653
10735829,91367,1,2,4,4,2,1962,231785,34.169679,-118.654112,"24258 Burbank Blvd, Woodland Hills, CA 91367, USA",348382
10735864,91367,1,4,5,4,4,1970,142753,34.16715,-118.646065,"5320 Orrville Ave, Woodland Hills, CA 91367, USA",770639
10735878,91367,1,4,5,4,4,1971,783300,34.168008,-118.648532,"23912 Killion St, Woodland Hills, CA 91367, USA",936158
10735906,91367,1,2,4,4,2,1973,111124,34.166622,-118.648781,"5309 Parion Ct, Woodland Hills, CA 91367, USA",338502
10735927,91367,1,3,4,4,3,1974,901661,34.165111,-118.644404,"23760 Lund St, Woodland Hills, CA 91367, USA",571545
10735992,91301,1,3,3,4,3,1980,613067,34.156895,-118.752267,"28821 Garnet Hill Ct, Agoura Hills, CA 91301, USA",891740
10736001,91301,1,3,3,4,3,1980,768236,34.154696,-118.751959,"5747 Carell Ave, Agoura Hills, CA 91301, USA",891536
10736758,91302,1,5,5,10,5,1991,2830443,34.176005,-118.666721,"5843 Annie Oakley Rd, Hidden Hills, CA 91302, USA",3113069
10736804,91302,1,3,4,4,3,1963,1844298,34.167099,-118.668347,"5750 Jed Smith Rd, Hidden Hills, CA 91302, USA",762550
10736832,91302,1,7,7,1,7,1974,3050000,34.166671,-118.66684,"5813 Jed Smith Rd, Hidden Hills, CA 91302, USA",2027147
10736890,91302,1,9,7,12,9,1989,4066364,34.159372,-118.670219,"25090 Jim Bridger Rd, Calabasas, CA 91302, USA",6499370
10736963,91302,1,3,4,4,3,1963,174470,34.15583,-118.668205,"24928 Jim Bridger Rd, Hidden Hills, CA 91302, USA",1040070
10736972,91302,1,4,6,4,4,1955,352441,34.158082,-118.664451,"5314 Round Meadow Rd, Hidden Hills, CA 91302, USA",1310580
10736988,91302,1,5,5,4,5,1965,2136340,34.155464,-118.666958,"24924 Jim Bridger Rd, Hidden Hills, CA 91302, USA",1417618
10737005,91302,1,4,5,4,4,1954,2312000,34.165548,-118.658164,"24408 Long Valley Rd, Hidden Hills, CA 91302, USA",1529548
10737047,91367,1,3,3,4,3,1960,1725000,34.166058,-118.653623,"24250 Mariano St, Woodland Hills, CA 91367, USA",797613
10737078,91302,1,5,6,1,5,1985,829014,34.164948,-118.656349,"24355 Long Valley Rd, Hidden Hills, CA 91302, USA",1828753
10737113,91302,1,5,5,4,5,1956,2675670,34.164144,-118.646917,"5547 Paradise Valley Rd, Hidden Hills, CA 91302, USA",1554571
10737133,91302,1,4,5,10,4,1979,1241058,34.157225,-118.644475,"23756 Oakfield Rd, Hidden Hills, CA 91302, USA",1859818
10737143,91302,,2,2,4,2,1956,2353032,34.158685,-118.642745,"23672 Oakfield Rd, Hidden Hills, CA 91302, USA",867810
10737199,91302,,3,4,4,3,1959,1345509,34.159763,-118.639945,"23475 Long Valley Rd, Calabasas, CA 91302, USA",979321
10737327,91302,1,4,5,1,4,1976,1364646,34.164311,-118.658402,"24400 Little Hollow Ln, Hidden Hills, CA 91302, USA",1292854
10737344,91302,1,6,6,1,6,1963,2192956,34.163076,-118.662418,"5560 Bonneville Rd, Hidden Hills, CA 91302, USA",1725407
10737363,91302,1,7,6,1,7,1962,3285000,34.160397,-118.661045,"5364 Scott Robertson Rd, Hidden Hills, CA 91302, USA",2232864
10737411,91302,1,5,6,4,5,1970,1422088,34.164419,-118.672303,"5550 Bill Cody Rd, Hidden Hills, CA 91302, USA",1362429
10737487,91302,1,5,5,10,5,1986,2256525,34.161167,-118.657447,"24305 Bridle Trail Rd, Hidden Hills, CA 91302, USA",2491136
10737587,91302,1,6,5,12,6,1990,787203,34.173422,-118.666265,"5948 Annie Oakley Rd, Hidden Hills, CA 91302, USA",2954683
10738092,91302,1,9,7,10,9,2007,8036143,34.155877,-118.672714,"25200 Jim Bridger Rd, Hidden Hills, CA 91302, USA",4463011
10738113,91302,1,6,5,10,6,2004,3763726,34.153974,-118.66704,"5151 Garrett Ct, Hidden Hills, CA 91302, USA",3314774
10738149,91301,1,3,5,4,3,1973,114026,34.167901,-118.755487,"28831 Timberlane St, Agoura Hills, CA 91301, USA",462909
10738167,91301,1,3,4,4,3,1973,649007,34.167132,-118.755814,"6352 Acadia Ave, Agoura Hills, CA 91301, USA",712692
10738220,91301,,2,4,4,2,1977,191099,34.162474,-118.755655,"28863 Eagleton St, Agoura Hills, CA 91301, USA",487651
10738226,91301,1,3,4,4,3,1977,770000,34.162811,-118.755481,"6120 Acadia Ave, Agoura Hills, CA 91301, USA",708346
10738232,91301,,2,4,4,2,1977,684406,34.163236,-118.75579,"6200 Acadia Ave, Agoura Hills, CA 91301, USA",486973
10738249,91301,,2,4,4,2,1977,392983,34.164343,-118.755639,"6226 Acadia Ave, Agoura Hills, CA 91301, USA",487642
10738275,91301,1,3,4,4,3,1977,560425,34.163909,-118.752984,"28776 Eagleton St, Agoura Hills, CA 91301, USA",707401
10738391,91301,1,2,4,4,2,1974,629379,34.165482,-118.754025,"6302 Capricorn Ave, Agoura Hills, CA 91301, USA",491502
10738408,91301,,3,4,4,3,1974,312641,34.165493,-118.751597,"28701 Colina Vista St, Agoura Hills, CA 91301, USA",711391
10738438,91301,1,3,4,4,3,1974,542281,34.166124,-118.749564,"28655 Bamfield Dr, Agoura Hills, CA 91301, USA",712253
10738461,91301,,3,4,4,3,1977,445835,34.164768,-118.74916,"6240 Timberlane St, Agoura Hills, CA 91301, USA",707371
10738505,91301,,2,4,4,2,1975,524082,34.166958,-118.749996,"28657 Quaint St, Agoura Hills, CA 91301, USA",490243
10738562,91301,1,3,4,4,3,1975,632171,34.167079,-118.747854,"28602 Acacia Glen St, Agoura Hills, CA 91301, USA",710035
10738577,91301,,3,4,4,3,1975,674816,34.167134,-118.746606,"28611 Bamfield Dr, Agoura Hills, CA 91301, USA",711511
10738623,91301,1,2,3,4,2,1977,614764,34.163429,-118.752343,"28766 Eagleton St, Agoura Hills, CA 91301, USA",431122
10738644,91301,1,2,4,4,2,1979,335407,34.160405,-118.755541,"6035 Calmfield Ave, Agoura Hills, CA 91301, USA",484333
10738662,91301,,2,4,4,2,1978,152270,34.161309,-118.752241,"28902 Bardell Dr, Agoura Hills, CA 91301, USA",486866
10738667,91301,1,2,4,4,2,1978,675000,34.16086,-118.753115,"28906 Bardell Dr, Agoura Hills, CA 91301, USA",486347
10738839,91301,1,3,3,4,3,1979,301586,34.161922,-118.757203,"29000 Acanthus Ct, Agoura Hills, CA 91301, USA",1041949
10738858,91301,1,4,4,4,4,1980,519716,34.16275,-118.757071,"28930 Dargan St, Agoura Hills, CA 91301, USA",1259044
10738862,91301,1,3,3,4,3,1980,113375,34.162569,-118.757986,"29003 Woodcreek Ct, Agoura Hills, CA 91301, USA",814868
10738897,91301,1,3,3,4,3,1979,498209,34.159505,-118.757207,"29000 Freshwater Dr, Agoura Hills, CA 91301, USA",817420
10739089,91301,1,3,4,4,3,1979,702624,34.159269,-118.758482,"29034 Freshwater Dr, Agoura Hills, CA 91301, USA",998022
10739099,91301,1,4,4,4,4,1980,635723,34.161889,-118.759207,"29043 Acanthus Ct, Agoura Hills, CA 91301, USA",1104626
10739100,91301,1,3,3,4,3,1980,477770,34.161706,-118.759202,"29043 Acanthus Ct, Agoura Hills, CA 91301, USA",888465
10739129,91301,1,2,3,4,2,1980,623539,34.165511,-118.759528,"29025 Indian Ridge Ct, Agoura Hills, CA 91301, USA",760950
10739198,91301,1,3,3,4,3,1981,554367,34.166031,-118.759092,"29030 Tackaberry Ct, Agoura Hills, CA 91301, USA",914144
10739397,91301,1,2,3,4,2,1976,721423,34.147068,-118.73652,"Fran Pavley Meadow, 5406-5498 Chesebro Rd, Agoura Hills, CA 91301, USA",428607
10739404,91301,,1,2,7,1,1939,553129,34.145673,-118.736808,"5326 Chesebro Rd, Agoura Hills, CA 91301, USA",409981
10739466,91301,1,3,5,4,3,1972,125521,34.145364,-118.711895,"5254 Edgeware Dr, Agoura Hills, CA 91301, USA",847814
10739520,91302,,2,3,7,2,1964,345418,34.158683,-118.696531,"26130 Veva Way, Calabasas, CA 91302, USA",669688
10739524,91302,,2,5,7,2,1964,680000,34.158951,-118.697421,"26160 Veva Way, Calabasas, CA 91302, USA",587598
10739534,91302,,2,5,7,2,1964,574815,34.159828,-118.698188,"26227 Veva Way, Calabasas, CA 91302, USA",587565
10739561,91302,1,2,5,7,2,1964,596509,34.160251,-118.697932,"26227 Veva Way, Calabasas, CA 91302, USA",497483
10739631,91302,1,2,5,7,2,1964,499498,34.1591,-118.695028,"5582 Parkmor Rd, Calabasas, CA 91302, USA",587672
10739659,91302,1,2,4,7,2,1964,66449,34.157066,-118.696245,"26148 Roymor Dr, Calabasas, CA 91302, USA",649081
10739666,91302,1,3,5,4,3,1964,621860,34.156481,-118.697007,"5474 Ruthwood Dr, Calabasas, CA 91302, USA",757477
10739685,91302,1,2,4,7,2,1964,446728,34.155532,-118.694485,"5438 Parkmor Rd, Calabasas, CA 91302, USA",657239
10739718,91302,1,3,4,7,3,1964,69713,34.154952,-118.694135,"26000 Redbluff Dr, Calabasas, CA 91302, USA",726571
10739814,91302,,2,5,7,2,1965,566381,34.163273,-118.696223,"5829 Belbert Cir, Calabasas, CA 91302, USA",586309
10739871,91302,1,3,4,7,3,1964,463890,34.162026,-118.698649,"26273 Adamor Rd, Calabasas, CA 91302, USA",726645
10740168,91301,1,3,5,4,3,1970,520481,34.144814,-118.713646,"5237 Cangas Dr, Agoura Hills, CA 91301, USA",830421
10740182,91301,1,3,5,4,3,1970,858109,34.144093,-118.715164,"5228 Dantes View Dr, Agoura Hills, CA 91301, USA",954959
10740387,91301,1,3,5,4,3,1974,941978,34.146196,-118.712966,"5340 Cangas Dr, Agoura Hills, CA 91301, USA",845269
10741013,91301,1,3,4,4,3,1982,710668,34.152963,-118.761209,"29150 Quail Run Dr, Agoura Hills, CA 91301, USA",796168
10741056,91301,1,4,5,4,4,1985,1033000,34.153629,-118.759724,"5640 Buffwood Pl, Agoura Hills, CA 91301, USA",1167827
10741060,91301,1,3,4,4,3,1982,453435,34.154172,-118.759446,"29056 Thousand Oaks Blvd, Agoura Hills, CA 91301, USA",732567
10743579,91301,,3,3,4,3,1984,187753,34.161479,-118.736689,"6279 Fairview Pl, Agoura Hills, CA 91301, USA",1211674
10743597,91301,1,2,4,4,2,1979,521454,34.146282,-118.743626,"5344 Lewis Rd, Agoura Hills, CA 91301, USA",674410
10743600,91301,1,4,4,4,4,2002,597592,34.145409,-118.743656,"5322 Lewis Rd, Agoura Hills, CA 91301, USA",821836
10743971,91301,1,5,4,4,5,2000,250156,34.149634,-118.738393,"5559 Colodny Dr, Agoura Hills, CA 91301, USA",1351943
10743981,91301,1,3,3,4,3,1987,794780,34.150773,-118.737632,"5626 Colodny Dr, Agoura Hills, CA 91301, USA",858342
10743997,91301,1,2,3,7,2,1975,1502430,34.149871,-118.739417,"5560 Fairview Pl, Agoura Hills, CA 91301, USA",1091782
10744072,91301,1,4,4,4,4,1987,863571,34.151262,-118.743323,"5571 Lewis Ln, Agoura Hills, CA 91301, USA",1143757
10744083,91301,1,4,4,4,4,1989,1213000,34.149965,-118.745993,"28445 W Driver Ave, Agoura Hills, CA 91301, USA",1166115
10744101,91301,1,3,3,4,3,1981,609558,34.153603,-118.74482,"28341 Foothill Dr, Agoura Hills, CA 91301, USA",1025808
10744103,91301,1,5,5,1,5,1989,990442,34.154097,-118.745291,"28364 Balkins Dr, Agoura Hills, CA 91301, USA",1595013
10744116,91301,1,3,4,7,3,1956,321622,34.152591,-118.741121,"5731 Fairview Pl, Agoura Hills, CA 91301, USA",738416
10744120,91301,1,3,3,1,3,1977,801151,34.153057,-118.741881,"5737 Fairview Pl, Agoura Hills, CA 91301, USA",1358903
10744123,91301,1,4,5,4,4,1998,560891,34.153923,-118.741534,"5747 Fairview Pl, Agoura Hills, CA 91301, USA",902275
10744138,91301,1,3,3,4,3,1961,945986,34.15483,-118.742733,"5800 Lapworth Dr, Agoura Hills, CA 91301, USA",719701
10744153,91301,,1,2,7,1,1930,94407,34.158266,-118.741454,"6039 Fairview Pl, Agoura Hills, CA 91301, USA",1205609
10744192,91301,,1,1,7,1,1948,1172000,34.154703,-118.736525,"28034 Balkins Dr, Agoura Hills, CA 91301, USA",479462
10744246,91301,1,5,5,10,5,1989,971978,34.160318,-118.733195,"6148 Chesebro Rd, Agoura Hills, CA 91301, USA",1977651
10746256,91361,1,4,5,1,4,1976,1357956,34.137221,-118.81255,"31628 Saddletree Dr, Westlake Village, CA 91361, USA",1037562
10746906,91301,1,4,4,1,4,1981,2201759,34.112656,-118.811983,"31800 Lobo Canyon Rd, Agoura Hills, CA 91301, USA",1404699
10746938,91301,1,4,4,4,4,1977,1470672,34.113849,-118.821052,"32069 Lobo Canyon Rd, Agoura Hills, CA 91301, USA",1151875
10746945,91301,1,5,5,10,5,1980,2379100,34.105476,-118.824971,"32200 Lobo Canyon Rd, Agoura Hills, CA 91301, USA",2679719
10748450,91361,1,5,5,10,5,2003,1515000,34.124651,-118.850421,"1690 Sycamore Canyon Dr, Westlake Village, CA 91361, USA",2152175
10749846,91301,1,2,4,7,2,1987,563862,34.139907,-118.742116,"28207 Laura La Plante Dr, Agoura Hills, CA 91301, USA",545531
10749958,91301,1,3,3,4,3,1981,611383,34.141517,-118.749376,"4926 Vejar Dr, Agoura Hills, CA 91301, USA",726196
10750045,91301,1,3,3,4,3,1984,537858,34.139603,-118.737486,"4946 Calle Robleda, Agoura Hills, CA 91301, USA",904487
10750095,91301,1,2,3,4,2,1981,574804,34.139693,-118.734809,"4972 Calle Montecillo, Agoura Hills, CA 91301, USA",578176
10750168,91301,1,4,4,1,4,2004,992846,34.120364,-118.789339,"2714 Triunfo Canyon Rd, Agoura Hills, CA 91301, USA",1102763
10750182,91301,1,3,4,1,3,1985,699609,34.135687,-118.753438,"4270 Cornell Rd, Agoura Hills, CA 91301, USA",1175738
10750199,91301,1,5,5,1,5,1978,2540000,34.130161,-118.746012,"28655 Wagon Rd, Agoura Hills, CA 91301, USA",1447012
10750290,91301,1,4,4,4,4,1988,1073974,34.133582,-118.753245,"4143 Cornell Rd, Agoura Hills, CA 91301, USA",1106726
10750321,91301,,4,2,7,4,1967,1204000,34.127708,-118.752838,"28907 Wagon Rd, Agoura Hills, CA 91301, USA",1353027
10750333,91301,1,3,4,4,3,1979,1649621,34.12763,-118.755674,"29050 Wagon Rd, Agoura Hills, CA 91301, USA",1190025
10750366,91301,1,5,5,10,5,1988,1480000,34.129559,-118.761524,"29305 Wagon Rd, Agoura Hills, CA 91301, USA",2171738
10750379,91301,1,5,5,10,5,1988,1217012,34.128777,-118.761604,"29310 Wagon Rd, Agoura Hills, CA 91301, USA",2130293
10750380,91301,1,6,5,1,6,1987,1209011,34.12862,-118.761177,"29270 Wagon Rd, Agoura Hills, CA 91301, USA",1779834
10750385,91301,1,5,4,1,5,1988,997027,34.128739,-118.757275,"29117 Old Mill Creek Ln, Agoura Hills, CA 91301, USA",2144019
10750449,91301,1,6,5,10,6,1990,1602640,34.131457,-118.757124,"4019 Hunt Club Ct, Agoura Hills, CA 91301, USA",2959605
10750594,91301,1,6,5,10,6,1990,1447368,34.129864,-118.718179,"3826 Marks Rd, Agoura Hills, CA 91301, USA",2804548
10750600,91301,1,6,5,10,6,1990,1324229,34.131463,-118.71572,"3928 Davids Rd, Agoura Hills, CA 91301, USA",2804216
10750696,91301,1,3,4,4,3,1989,804763,34.130591,-118.723596,"3843 Patrick Henry Pl, Agoura Hills, CA 91301, USA",674749
10750708,91301,1,3,4,4,3,1989,455601,34.131049,-118.724081,"3804 Tiffany Ct, Agoura Hills, CA 91301, USA",639336
10750738,91301,1,3,4,4,3,1989,728864,34.127957,-118.720633,"27301 Park Vista Rd, Agoura Hills, CA 91301, USA",857716
10750745,91301,1,3,4,4,3,1989,923081,34.127505,-118.721825,"27306 Park Vista Rd, Agoura Hills, CA 91301, USA",857745
10750805,91302,1,3,5,1,3,1990,806000,34.132088,-118.703054,"26602 Goldenrod Pl, Calabasas, CA 91302, USA",806187
10750828,91301,1,3,3,4,3,1989,630881,34.130331,-118.707652,"3836 Lost Springs Dr, Agoura Hills, CA 91301, USA",558483
